Random-Continuous.parameter, Random-Continuous.points, Random-Discrete.parameter, Random-Discrete.points
4, 7.20, 2, 18.60
4, 5.60, 2, 20.30
4, 7.80, 2, 18.90
4, 10.80, 2, 17.40
4, 11.00, 2, 17.00
4, 6.00, 2, 19.50
4, 11.00, 2, 17.00
4, 7.00, 2, 19.00
4, 12.40, 2, 15.70
4, 6.60, 2, 19.80
4, 8.60, 2, 17.30
4, 10.80, 2, 17.40
4, 8.00, 2, 18.50
4, 11.40, 2, 17.70
4, 9.40, 2, 18.70
4, 9.60, 2, 16.80
4, 9.40, 2, 17.20
4, 9.40, 2, 17.20
4, 10.20, 2, 17.10
4, 6.60, 2, 19.80
4, 9.40, 2, 17.20
4, 8.80, 2, 18.40
4, 9.60, 2, 18.30
4, 9.20, 2, 17.60
4, 9.40, 2, 18.70
4, 10.20, 2, 17.10
4, 9.40, 2, 17.20
4, 7.20, 2, 18.60
4, 8.20, 2, 19.60
4, 11.60, 2, 15.80
4, 7.60, 2, 17.80
4, 6.40, 2, 18.70
4, 9.00, 2, 18.00
4, 9.40, 2, 17.20
4, 7.40, 2, 19.70
4, 15.20, 2, 13.10
4, 9.00, 2, 18.00
4, 7.60, 2, 17.80
4, 10.20, 2, 17.10
4, 6.20, 2, 20.60
4, 10.60, 2, 17.80
4, 7.20, 2, 20.10
5, 8.25, 2, 18.00
5, 9.00, 2, 18.00
5, 9.25, 2, 17.50
5, 8.00, 2, 18.50
5, 10.00, 2, 16.00
5, 9.25, 2, 19.00
5, 7.75, 2, 20.50
5, 8.50, 2, 19.00
5, 9.25, 2, 17.50
5, 10.25, 2, 17.00
5, 8.25, 2, 18.00
5, 7.75, 2, 17.50
5, 7.00, 2, 19.00
5, 11.75, 2, 17.00
5, 11.25, 2, 18.00
5, 10.75, 2, 17.50
5, 7.50, 2, 19.50
5, 7.75, 2, 19.00
5, 7.75, 2, 19.00
5, 8.25, 2, 19.50
5, 8.50, 2, 17.50
5, 5.75, 2, 20.00
5, 8.50, 2, 17.50
5, 10.25, 2, 17.00
5, 9.00, 2, 18.00
5, 9.00, 2, 18.00
5, 10.25, 2, 17.00
5, 6.25, 2, 20.50
5, 12.50, 2, 14.00
5, 13.00, 2, 14.50
5, 7.50, 2, 19.50
5, 10.25, 2, 18.50
5, 10.00, 2, 17.50
5, 10.50, 2, 18.00
5, 8.25, 2, 18.00
5, 7.75, 2, 19.00
5, 9.25, 2, 17.50
5, 10.00, 2, 17.50
5, 8.25, 2, 19.50
5, 7.00, 2, 19.00
5, 10.75, 2, 17.50
5, 7.00, 2, 19.00
5, 9.25, 2, 17.50
5, 13.00, 2, 16.00
5, 11.50, 2, 14.50
5, 9.50, 2, 17.00
5, 9.25, 2, 17.50
5, 7.50, 2, 18.00
5, 11.25, 2, 16.50
5, 8.00, 2, 18.50
5, 8.25, 2, 19.50
5, 6.50, 2, 18.50
5, 10.50, 2, 18.00
5, 9.25, 2, 17.50
5, 8.75, 2, 18.50
5, 9.00, 2, 18.00
5, 4.75, 2, 20.50
5, 8.25, 2, 18.00
5, 10.75, 2, 17.50
5, 8.25, 2, 19.50
5, 11.75, 2, 17.00
5, 5.75, 2, 20.00
5, 8.50, 2, 17.50
5, 11.00, 2, 17.00
5, 9.25, 2, 17.50
5, 10.50, 2, 16.50
5, 5.50, 2, 20.50
5, 9.50, 2, 17.00
5, 7.50, 2, 19.50
5, 14.00, 2, 15.50
5, 7.25, 2, 18.50
5, 9.50, 2, 18.50
5, 7.75, 2, 19.00
5, 9.50, 2, 17.00
5, 8.75, 2, 17.00
5, 10.00, 2, 17.50
5, 9.00, 2, 18.00
5, 11.00, 2, 18.50
5, 11.00, 2, 17.00
5, 8.50, 2, 17.50
5, 5.75, 2, 20.00
5, 9.25, 2, 17.50
5, 8.00, 2, 18.50
5, 8.25, 2, 19.50
5, 9.25, 2, 17.50
5, 7.50, 2, 19.50
5, 7.50, 2, 19.50
5, 9.25, 2, 17.50
5, 8.25, 2, 18.00
5, 7.00, 2, 19.00
5, 8.00, 2, 18.50
5, 10.25, 2, 15.50
5, 9.00, 2, 18.00
5, 8.00, 2, 18.50
5, 8.25, 2, 16.50
5, 8.50, 2, 17.50
5, 6.50, 2, 18.50
5, 8.75, 2, 17.00
5, 7.00, 2, 19.00
5, 10.00, 2, 17.50
6, 6.60, 2, 18.30
6, 7.30, 2, 18.40
6, 8.00, 2, 18.50
6, 7.20, 2, 17.10
6, 5.00, 2, 20.00
6, 5.90, 2, 18.20
6, 8.30, 2, 17.90
6, 6.40, 2, 20.20
6, 9.50, 2, 15.50
6, 11.30, 2, 16.40
6, 9.60, 2, 16.80
6, 8.60, 2, 17.30
6, 9.30, 2, 17.40
6, 10.00, 2, 17.50
6, 8.30, 2, 17.90
6, 5.40, 2, 20.70
6, 6.40, 2, 20.20
6, 7.00, 2, 19.00
6, 9.20, 2, 16.10
6, 9.00, 2, 18.00
6, 12.60, 2, 15.30
6, 6.10, 2, 20.80
6, 9.70, 2, 18.10
6, 10.00, 2, 17.50
6, 11.20, 2, 15.10
6, 8.10, 2, 19.80
6, 10.60, 2, 16.30
6, 10.20, 2, 15.60
6, 6.70, 2, 19.60
6, 9.00, 2, 18.00
6, 7.70, 2, 19.10
6, 7.30, 2, 18.40
6, 13.20, 2, 14.10
6, 7.70, 2, 19.10
6, 6.70, 2, 19.60
6, 6.10, 2, 20.80
6, 8.70, 2, 18.60
6, 8.70, 2, 18.60
6, 6.00, 2, 19.50
6, 10.10, 2, 18.80
6, 10.40, 2, 18.20
6, 6.40, 2, 20.20
6, 9.20, 2, 16.10
6, 12.10, 2, 17.80
6, 8.90, 2, 16.70
6, 10.30, 2, 16.90
6, 7.90, 2, 17.20
6, 9.70, 2, 18.10
6, 9.70, 2, 18.10
6, 7.40, 2, 19.70
6, 8.80, 2, 19.90
6, 9.30, 2, 17.40
6, 4.20, 2, 23.10
6, 8.60, 2, 17.30
6, 12.00, 2, 16.50
6, 12.30, 2, 15.90
6, 9.30, 2, 17.40
6, 12.60, 2, 15.30
6, 6.60, 2, 18.30
6, 11.70, 2, 17.10
6, 8.70, 2, 18.60
6, 8.00, 2, 18.50
6, 7.40, 2, 19.70
6, 10.90, 2, 15.70
6, 8.30, 2, 17.90
6, 11.50, 2, 14.50
6, 8.40, 2, 19.20
6, 8.00, 2, 18.50
6, 12.10, 2, 13.30
6, 10.70, 2, 17.60
6, 7.40, 2, 19.70
6, 10.90, 2, 15.70
6, 7.70, 2, 19.10
6, 9.10, 2, 19.30
6, 13.10, 2, 12.80
6, 7.00, 2, 19.00
6, 6.40, 2, 20.20
6, 6.40, 2, 20.20
6, 7.60, 2, 17.80
6, 10.00, 2, 17.50
6, 9.30, 2, 17.40
6, 7.70, 2, 19.10
6, 10.70, 2, 17.60
6, 9.00, 2, 18.00
6, 9.80, 2, 19.40
6, 9.00, 2, 18.00
6, 8.70, 2, 18.60
6, 7.60, 2, 17.80
6, 8.30, 2, 17.90
6, 7.10, 2, 20.30
6, 9.00, 2, 18.00
6, 6.40, 2, 20.20
6, 6.40, 2, 20.20
6, 9.60, 2, 16.80
6, 9.00, 2, 18.00
6, 6.30, 2, 18.90
6, 9.40, 2, 18.70
6, 8.00, 2, 18.50
6, 9.30, 2, 17.40
6, 7.70, 2, 19.10
7, 11.05, 2, 15.40
7, 5.25, 2, 22.50
7, 7.60, 2, 20.80
7, 9.35, 2, 17.30
7, 9.05, 2, 16.40
7, 10.10, 2, 14.30
7, 8.00, 2, 18.50
7, 8.05, 2, 16.90
7, 10.35, 2, 16.80
7, 7.65, 2, 19.20
7, 9.95, 2, 19.10
7, 10.05, 2, 15.90
7, 10.35, 2, 16.80
7, 4.60, 2, 22.30
7, 10.65, 2, 17.70
7, 8.30, 2, 19.40
7, 10.35, 2, 16.80
7, 7.35, 2, 18.30
7, 10.70, 2, 16.10
7, 8.00, 2, 18.50
7, 10.70, 2, 16.10
7, 8.35, 2, 17.80
7, 8.65, 2, 18.70
7, 10.65, 2, 17.70
7, 8.35, 2, 17.80
7, 9.40, 2, 15.70
7, 6.65, 2, 19.70
7, 12.35, 2, 15.80
7, 8.70, 2, 17.10
7, 10.00, 2, 17.50
7, 7.60, 2, 20.80
7, 7.70, 2, 17.60
7, 7.30, 2, 19.90
7, 9.95, 2, 19.10
7, 8.35, 2, 17.80
7, 7.65, 2, 19.20
7, 7.30, 2, 19.90
7, 10.65, 2, 17.70
7, 10.35, 2, 16.80
7, 7.65, 2, 19.20
7, 10.70, 2, 16.10
7, 10.00, 2, 17.50
7, 9.00, 2, 18.00
7, 9.35, 2, 17.30
7, 6.30, 2, 20.40
7, 8.65, 2, 18.70
7, 5.95, 2, 21.10
7, 10.35, 2, 16.80
7, 7.35, 2, 18.30
7, 11.70, 2, 15.60
7, 11.05, 2, 15.40
7, 7.00, 2, 19.00
7, 7.25, 2, 21.50
7, 9.00, 2, 18.00
7, 14.00, 2, 15.50
7, 11.35, 2, 16.30
7, 6.70, 2, 18.10
7, 6.35, 2, 18.80
7, 9.35, 2, 17.30
7, 10.00, 2, 17.50
7, 5.35, 2, 19.30
7, 10.30, 2, 18.40
7, 11.35, 2, 16.30
7, 7.00, 2, 19.00
7, 8.65, 2, 18.70
7, 8.25, 2, 21.00
7, 8.30, 2, 19.40
7, 11.30, 2, 17.90
7, 9.65, 2, 18.20
7, 8.70, 2, 17.10
7, 11.35, 2, 16.30
7, 8.05, 2, 16.90
7, 6.95, 2, 20.60
7, 8.00, 2, 18.50
7, 9.70, 2, 16.60
7, 9.00, 2, 18.00
7, 13.05, 2, 14.40
7, 6.65, 2, 19.70
7, 7.35, 2, 18.30
7, 7.00, 2, 19.00
7, 8.05, 2, 16.90
7, 7.60, 2, 20.80
7, 9.60, 2, 19.80
7, 11.65, 2, 17.20
7, 8.30, 2, 19.40
7, 8.65, 2, 18.70
7, 7.30, 2, 19.90
7, 13.70, 2, 14.60
7, 7.30, 2, 19.90
7, 9.00, 2, 18.00
7, 10.00, 2, 17.50
7, 7.00, 2, 19.00
7, 9.60, 2, 19.80
7, 9.25, 2, 20.50
7, 7.30, 2, 19.90
7, 14.05, 2, 13.90
7, 9.30, 2, 18.90
7, 13.00, 2, 16.00
7, 11.00, 2, 17.00
7, 10.30, 2, 18.40
8, 10.40, 2, 16.70
8, 11.00, 2, 17.00
8, 7.80, 2, 17.40
8, 9.60, 2, 18.30
8, 9.40, 2, 17.20
8, 13.60, 2, 13.30
8, 11.20, 2, 18.10
8, 11.40, 2, 16.20
8, 9.00, 2, 18.00
8, 10.60, 2, 17.80
8, 8.80, 2, 16.90
8, 7.80, 2, 17.40
8, 10.00, 2, 17.50
8, 9.20, 2, 19.10
8, 8.60, 2, 18.80
8, 9.80, 2, 19.40
8, 11.40, 2, 16.20
8, 11.80, 2, 15.40
8, 10.80, 2, 15.90
8, 8.80, 2, 16.90
8, 10.20, 2, 18.60
8, 10.20, 2, 18.60
8, 11.00, 2, 17.00
8, 12.00, 2, 16.50
8, 8.40, 2, 20.70
8, 7.60, 2, 19.30
8, 7.20, 2, 20.10
8, 9.00, 2, 18.00
8, 10.00, 2, 14.50
8, 7.60, 2, 19.30
8, 8.40, 2, 17.70
8, 8.60, 2, 18.80
8, 8.00, 2, 18.50
8, 10.60, 2, 14.80
8, 7.00, 2, 22.00
8, 9.60, 2, 15.30
8, 13.20, 2, 17.10
8, 8.40, 2, 17.70
8, 9.60, 2, 15.30
8, 5.60, 2, 20.30
8, 13.40, 2, 15.20
8, 6.20, 2, 20.60
8, 6.80, 2, 17.90
8, 11.80, 2, 15.40
8, 12.00, 2, 13.50
8, 9.80, 2, 16.40
8, 11.40, 2, 16.20
8, 9.60, 2, 18.30
8, 9.00, 2, 18.00
8, 8.20, 2, 19.60
8, 8.80, 2, 16.90
8, 6.60, 2, 22.80
8, 10.20, 2, 18.60
8, 9.40, 2, 20.20
8, 8.40, 2, 20.70
8, 6.60, 2, 19.80
8, 7.20, 2, 17.10
8, 9.00, 2, 18.00
8, 5.20, 2, 21.10
8, 6.60, 2, 19.80
8, 11.40, 2, 16.20
8, 10.60, 2, 14.80
8, 6.80, 2, 20.90
8, 5.40, 2, 22.20
8, 12.00, 2, 16.50
8, 8.80, 2, 19.90
8, 8.80, 2, 19.90
8, 7.60, 2, 19.30
8, 8.40, 2, 17.70
8, 11.60, 2, 17.30
8, 8.00, 2, 18.50
8, 8.00, 2, 15.50
8, 9.40, 2, 17.20
8, 11.80, 2, 15.40
8, 8.40, 2, 17.70
8, 9.00, 2, 18.00
8, 6.40, 2, 21.70
8, 10.20, 2, 15.60
8, 9.80, 2, 16.40
8, 9.20, 2, 19.10
8, 9.80, 2, 16.40
8, 9.00, 2, 18.00
8, 9.20, 2, 19.10
8, 11.60, 2, 14.30
8, 5.00, 2, 23.00
8, 8.00, 2, 18.50
8, 7.20, 2, 17.10
8, 9.00, 2, 18.00
8, 9.80, 2, 16.40
8, 10.20, 2, 18.60
8, 8.80, 2, 16.90
8, 7.20, 2, 20.10
8, 7.40, 2, 18.20
8, 7.40, 2, 18.20
8, 8.40, 2, 17.70
8, 10.20, 2, 18.60
8, 11.40, 2, 16.20
8, 11.20, 2, 15.10
8, 10.40, 2, 16.70
8, 10.80, 2, 15.90
9, 7.00, 2, 19.00
9, 11.90, 2, 15.20
9, 6.90, 2, 17.70
9, 10.80, 2, 14.40
9, 8.35, 2, 16.30
9, 7.55, 2, 19.40
9, 7.55, 2, 19.40
9, 9.65, 2, 19.70
9, 9.00, 2, 18.00
9, 8.90, 2, 16.70
9, 8.90, 2, 16.70
9, 9.45, 2, 17.10
9, 6.45, 2, 18.60
9, 8.55, 2, 18.90
9, 9.45, 2, 17.10
9, 7.00, 2, 19.00
9, 10.00, 2, 17.50
9, 8.80, 2, 15.40
9, 8.55, 2, 18.90
9, 6.45, 2, 18.60
9, 11.00, 2, 17.00
9, 7.35, 2, 16.80
9, 11.70, 2, 12.60
9, 9.10, 2, 19.30
9, 5.10, 2, 21.30
9, 9.45, 2, 17.10
9, 10.55, 2, 17.90
9, 9.55, 2, 18.40
9, 10.55, 2, 17.90
9, 9.90, 2, 16.20
9, 7.55, 2, 19.40
9, 10.10, 2, 18.80
9, 9.55, 2, 18.40
9, 7.55, 2, 19.40
9, 11.35, 2, 14.80
9, 7.00, 2, 19.00
9, 8.00, 2, 18.50
9, 9.65, 2, 19.70
9, 9.90, 2, 16.20
9, 7.55, 2, 19.40
9, 7.45, 2, 18.10
9, 9.00, 2, 18.00
9, 8.90, 2, 16.70
9, 7.10, 2, 20.30
9, 12.00, 2, 16.50
9, 6.10, 2, 20.80
9, 9.55, 2, 18.40
9, 7.20, 2, 21.60
9, 6.00, 2, 19.50
9, 10.90, 2, 15.70
9, 7.65, 2, 20.70
9, 11.00, 2, 17.00
9, 7.65, 2, 20.70
9, 5.65, 2, 21.70
9, 9.90, 2, 16.20
9, 10.45, 2, 16.60
9, 7.65, 2, 20.70
9, 12.00, 2, 16.50
9, 8.90, 2, 16.70
9, 9.55, 2, 18.40
9, 11.45, 2, 16.10
9, 7.55, 2, 19.40
9, 10.10, 2, 18.80
9, 6.45, 2, 18.60
9, 9.70, 2, 13.60
9, 7.55, 2, 19.40
9, 8.35, 2, 16.30
9, 6.10, 2, 20.80
9, 8.00, 2, 18.50
9, 8.10, 2, 19.80
9, 11.00, 2, 17.00
9, 7.55, 2, 19.40
9, 7.20, 2, 21.60
9, 8.45, 2, 17.60
9, 10.00, 2, 17.50
9, 8.55, 2, 18.90
9, 12.00, 2, 16.50
9, 6.00, 2, 19.50
9, 9.55, 2, 18.40
9, 10.10, 2, 18.80
9, 10.20, 2, 20.10
9, 9.00, 2, 18.00
9, 9.10, 2, 19.30
9, 8.55, 2, 18.90
9, 9.10, 2, 19.30
9, 10.20, 2, 20.10
9, 6.45, 2, 18.60
9, 11.10, 2, 18.30
9, 10.90, 2, 15.70
9, 10.00, 2, 17.50
9, 7.10, 2, 20.30
9, 8.55, 2, 18.90
9, 11.00, 2, 17.00
9, 9.45, 2, 17.10
9, 9.00, 2, 18.00
9, 9.80, 2, 14.90
9, 11.35, 2, 14.80
9, 7.00, 2, 19.00
9, 8.00, 2, 18.50
9, 13.00, 2, 16.00
10, 8.00, 2, 20.00
10, 9.00, 2, 18.00
10, 9.50, 2, 18.50
10, 6.50, 2, 20.00
10, 6.50, 2, 20.00
10, 7.50, 2, 19.50
10, 8.00, 2, 20.00
10, 13.00, 2, 16.00
10, 9.00, 2, 18.00
10, 8.50, 2, 17.50
10, 6.50, 2, 18.50
10, 8.50, 2, 16.00
10, 6.50, 2, 18.50
10, 12.50, 2, 15.50
10, 9.50, 2, 17.00
10, 9.00, 2, 16.50
10, 9.50, 2, 17.00
10, 8.50, 2, 19.00
10, 8.50, 2, 17.50
10, 10.00, 2, 16.00
10, 12.00, 2, 15.00
10, 8.50, 2, 20.50
10, 6.00, 2, 19.50
10, 9.50, 2, 17.00
10, 6.50, 2, 20.00
10, 9.00, 2, 16.50
10, 8.50, 2, 16.00
10, 7.50, 2, 19.50
10, 7.00, 2, 20.50
10, 10.50, 2, 16.50
10, 8.50, 2, 17.50
10, 9.50, 2, 18.50
10, 7.50, 2, 21.00
10, 9.50, 2, 17.00
10, 6.50, 2, 23.00
10, 8.00, 2, 17.00
10, 11.50, 2, 13.00
10, 6.50, 2, 21.50
10, 10.00, 2, 16.00
10, 9.50, 2, 15.50
10, 8.00, 2, 17.00
10, 7.50, 2, 16.50
10, 9.00, 2, 18.00
10, 6.50, 2, 20.00
10, 8.50, 2, 16.00
10, 7.50, 2, 21.00
10, 8.50, 2, 20.50
10, 8.50, 2, 17.50
10, 14.00, 2, 15.50
10, 11.50, 2, 17.50
10, 5.50, 2, 22.00
10, 5.50, 2, 20.50
10, 8.00, 2, 15.50
10, 7.50, 2, 19.50
10, 7.00, 2, 17.50
10, 7.00, 2, 20.50
10, 13.00, 2, 14.50
10, 8.50, 2, 20.50
10, 11.00, 2, 15.50
10, 9.00, 2, 18.00
10, 15.00, 2, 13.50
10, 6.50, 2, 23.00
10, 9.00, 2, 16.50
10, 6.00, 2, 18.00
10, 8.50, 2, 22.00
10, 6.50, 2, 21.50
10, 8.00, 2, 18.50
10, 8.50, 2, 19.00
10, 6.50, 2, 21.50
10, 9.50, 2, 18.50
10, 12.50, 2, 15.50
10, 5.50, 2, 22.00
10, 8.00, 2, 21.50
10, 12.00, 2, 15.00
10, 6.00, 2, 22.50
10, 9.00, 2, 16.50
10, 8.50, 2, 17.50
10, 10.00, 2, 20.50
10, 6.50, 2, 21.50
10, 10.00, 2, 14.50
10, 8.00, 2, 21.50
10, 16.00, 2, 13.00
10, 13.00, 2, 14.50
10, 9.50, 2, 17.00
10, 5.50, 2, 20.50
10, 6.50, 2, 18.50
10, 9.50, 2, 14.00
10, 10.50, 2, 16.50
10, 7.00, 2, 19.00
10, 7.00, 2, 20.50
10, 8.50, 2, 19.00
10, 9.50, 2, 17.00
10, 7.00, 2, 19.00
10, 9.50, 2, 18.50
10, 11.50, 2, 17.50
10, 7.50, 2, 19.50
10, 11.50, 2, 19.00
10, 13.00, 2, 16.00
10, 8.50, 2, 19.00
10, 12.00, 2, 18.00
0, 8.00, 3, 18.50
0, 10.00, 3, 17.50
0, 12.00, 3, 16.50
0, 13.00, 3, 16.00
0, 14.00, 3, 15.50
0, 6.00, 3, 19.50
0, 9.00, 3, 18.00
0, 13.00, 3, 16.00
0, 8.00, 3, 18.50
0, 12.00, 3, 16.50
0, 11.00, 3, 17.00
0, 17.00, 3, 14.00
0, 9.00, 3, 18.00
0, 9.00, 3, 18.00
0, 12.00, 3, 16.50
0, 9.00, 3, 18.00
0, 9.00, 3, 18.00
0, 12.00, 3, 16.50
0, 12.00, 3, 16.50
0, 13.00, 3, 16.00
0, 11.00, 3, 17.00
0, 9.00, 3, 18.00
0, 11.00, 3, 17.00
0, 13.00, 3, 16.00
0, 8.00, 3, 18.50
0, 11.00, 3, 17.00
0, 11.00, 3, 17.00
0, 11.00, 3, 17.00
0, 6.00, 3, 19.50
0, 12.00, 3, 16.50
0, 10.00, 3, 17.50
0, 11.00, 3, 17.00
0, 14.00, 3, 15.50
0, 13.00, 3, 16.00
0, 8.00, 3, 18.50
0, 9.00, 3, 18.00
0, 10.00, 3, 17.50
0, 9.00, 3, 18.00
0, 6.00, 3, 19.50
0, 12.00, 3, 16.50
0, 11.00, 3, 17.00
0, 11.00, 3, 17.00
0, 8.00, 3, 18.50
0, 8.00, 3, 18.50
0, 11.00, 3, 17.00
0, 10.00, 3, 17.50
0, 9.00, 3, 18.00
0, 7.00, 3, 19.00
0, 9.00, 3, 18.00
0, 9.00, 3, 18.00
0, 9.00, 3, 18.00
0, 10.00, 3, 17.50
0, 13.00, 3, 16.00
0, 12.00, 3, 16.50
0, 11.00, 3, 17.00
0, 7.00, 3, 19.00
0, 13.00, 3, 16.00
0, 13.00, 3, 16.00
0, 11.00, 3, 17.00
0, 12.00, 3, 16.50
0, 9.00, 3, 18.00
0, 9.00, 3, 18.00
0, 11.00, 3, 17.00
0, 14.00, 3, 15.50
0, 10.00, 3, 17.50
0, 9.00, 3, 18.00
0, 15.00, 3, 15.00
0, 13.00, 3, 16.00
0, 9.00, 3, 18.00
0, 11.00, 3, 17.00
0, 12.00, 3, 16.50
0, 13.00, 3, 16.00
0, 10.00, 3, 17.50
0, 13.00, 3, 16.00
0, 14.00, 3, 15.50
0, 9.00, 3, 18.00
0, 11.00, 3, 17.00
0, 13.00, 3, 16.00
0, 8.00, 3, 18.50
0, 12.00, 3, 16.50
0, 13.00, 3, 16.00
0, 15.00, 3, 15.00
0, 10.00, 3, 17.50
0, 12.00, 3, 16.50
0, 12.00, 3, 16.50
0, 14.00, 3, 15.50
0, 8.00, 3, 18.50
0, 9.00, 3, 18.00
0, 10.00, 3, 17.50
0, 12.00, 3, 16.50
0, 13.00, 3, 16.00
0, 11.00, 3, 17.00
0, 9.00, 3, 18.00
0, 14.00, 3, 15.50
0, 11.00, 3, 17.00
0, 10.00, 3, 17.50
0, 14.00, 3, 15.50
0, 8.00, 3, 18.50
0, 12.00, 3, 16.50
0, 14.00, 3, 15.50
1, 8.15, 3, 18.20
1, 10.10, 3, 17.30
1, 9.95, 3, 17.60
1, 11.10, 3, 16.80
1, 11.00, 3, 17.00
1, 10.20, 3, 17.10
1, 7.95, 3, 18.60
1, 12.90, 3, 16.20
1, 10.15, 3, 17.20
1, 10.00, 3, 17.50
1, 9.00, 3, 18.00
1, 12.10, 3, 16.30
1, 17.15, 3, 13.70
1, 10.05, 3, 17.40
1, 9.20, 3, 17.60
1, 9.15, 3, 17.70
1, 12.20, 3, 16.10
1, 10.00, 3, 17.50
1, 10.00, 3, 17.50
1, 9.00, 3, 18.00
1, 11.85, 3, 16.80
1, 7.95, 3, 18.60
1, 12.95, 3, 16.10
1, 8.95, 3, 18.10
1, 10.90, 3, 17.20
1, 13.90, 3, 15.70
1, 17.15, 3, 13.70
1, 9.85, 3, 17.80
1, 11.05, 3, 16.90
1, 12.90, 3, 16.20
1, 8.10, 3, 18.30
1, 13.00, 3, 16.00
1, 11.05, 3, 16.90
1, 13.00, 3, 16.00
1, 9.85, 3, 17.80
1, 11.15, 3, 16.70
1, 14.05, 3, 15.40
1, 11.10, 3, 16.80
1, 8.80, 3, 18.40
1, 13.00, 3, 16.00
1, 8.00, 3, 18.50
1, 15.85, 3, 14.80
1, 8.80, 3, 18.40
1, 10.90, 3, 17.20
1, 8.15, 3, 18.20
1, 9.10, 3, 17.80
1, 10.00, 3, 17.50
1, 10.75, 3, 17.50
1, 10.20, 3, 17.10
1, 9.05, 3, 17.90
1, 11.00, 3, 17.00
1, 12.00, 3, 16.50
1, 10.05, 3, 17.40
1, 13.35, 3, 15.30
1, 6.20, 3, 19.10
1, 13.05, 3, 15.90
1, 11.15, 3, 16.70
1, 6.95, 3, 19.10
1, 11.00, 3, 17.00
1, 9.05, 3, 17.90
1, 10.95, 3, 17.10
1, 12.05, 3, 16.40
1, 10.20, 3, 17.10
1, 10.05, 3, 17.40
1, 9.85, 3, 17.80
1, 6.05, 3, 19.40
1, 6.15, 3, 19.20
1, 12.05, 3, 16.40
1, 11.00, 3, 17.00
1, 14.05, 3, 15.40
1, 13.10, 3, 15.80
1, 13.10, 3, 15.80
1, 14.20, 3, 15.10
1, 11.05, 3, 16.90
1, 8.25, 3, 18.00
1, 10.90, 3, 17.20
1, 8.05, 3, 18.40
1, 13.00, 3, 16.00
1, 11.90, 3, 16.70
1, 12.05, 3, 16.40
1, 12.00, 3, 16.50
1, 10.85, 3, 17.30
1, 12.00, 3, 16.50
1, 11.05, 3, 16.90
1, 12.00, 3, 16.50
1, 15.05, 3, 14.90
1, 13.05, 3, 15.90
1, 12.75, 3, 16.50
1, 6.85, 3, 19.30
1, 12.00, 3, 16.50
1, 6.05, 3, 19.40
1, 17.00, 3, 14.00
1, 11.80, 3, 16.90
1, 11.95, 3, 16.60
1, 16.10, 3, 14.30
1, 11.75, 3, 17.00
1, 11.10, 3, 16.80
1, 13.00, 3, 16.00
1, 11.05, 3, 16.90
1, 10.00, 3, 17.50
2, 9.00, 3, 18.00
2, 7.60, 3, 19.30
2, 15.00, 3, 15.00
2, 10.00, 3, 17.50
2, 13.20, 3, 15.60
2, 10.00, 3, 17.50
2, 12.00, 3, 16.50
2, 9.10, 3, 17.80
2, 13.20, 3, 15.60
2, 12.00, 3, 16.50
2, 10.90, 3, 17.20
2, 10.00, 3, 17.50
2, 8.20, 3, 18.10
2, 8.10, 3, 18.30
2, 15.10, 3, 14.80
2, 12.10, 3, 16.30
2, 9.90, 3, 17.70
2, 11.10, 3, 16.80
2, 7.30, 3, 18.40
2, 11.90, 3, 16.70
2, 10.10, 3, 17.30
2, 12.00, 3, 16.50
2, 11.30, 3, 16.40
2, 6.90, 3, 19.20
2, 13.80, 3, 15.90
2, 9.10, 3, 17.80
2, 9.40, 3, 17.20
2, 9.60, 3, 18.30
2, 11.80, 3, 16.90
2, 13.00, 3, 16.00
2, 9.80, 3, 17.90
2, 15.00, 3, 15.00
2, 8.60, 3, 18.80
2, 9.80, 3, 17.90
2, 13.80, 3, 15.90
2, 10.10, 3, 17.30
2, 6.50, 3, 20.00
2, 14.90, 3, 15.20
2, 10.10, 3, 17.30
2, 7.80, 3, 18.90
2, 9.40, 3, 18.70
2, 10.90, 3, 17.20
2, 5.30, 3, 19.40
2, 8.30, 3, 17.90
2, 12.90, 3, 16.20
2, 12.00, 3, 16.50
2, 10.60, 3, 17.80
2, 13.00, 3, 16.00
2, 10.90, 3, 17.20
2, 10.00, 3, 17.50
2, 8.70, 3, 18.60
2, 6.90, 3, 19.20
2, 9.10, 3, 17.80
2, 10.10, 3, 17.30
2, 8.90, 3, 18.20
2, 12.50, 3, 15.50
2, 10.00, 3, 17.50
2, 8.80, 3, 18.40
2, 11.20, 3, 16.60
2, 10.10, 3, 17.30
2, 10.90, 3, 17.20
2, 13.00, 3, 16.00
2, 12.90, 3, 16.20
2, 12.20, 3, 16.10
2, 12.30, 3, 15.90
2, 10.10, 3, 17.30
2, 11.80, 3, 16.90
2, 7.60, 3, 19.30
2, 16.90, 3, 14.20
2, 9.10, 3, 17.80
2, 9.00, 3, 18.00
2, 11.60, 3, 17.30
2, 8.90, 3, 18.20
2, 13.00, 3, 16.00
2, 12.00, 3, 16.50
2, 9.20, 3, 17.60
2, 11.90, 3, 16.70
2, 12.30, 3, 15.90
2, 8.90, 3, 18.20
2, 13.10, 3, 15.80
2, 10.10, 3, 17.30
2, 8.80, 3, 18.40
2, 11.10, 3, 16.80
2, 14.90, 3, 15.20
2, 9.30, 3, 17.40
2, 8.90, 3, 18.20
2, 12.10, 3, 16.30
2, 13.40, 3, 15.20
