Random-Continuous.parameter, Random-Continuous.points, Random-Continuous_2.parameter, Random-Continuous_2.points
3, 15.80, 2, 13.70
3, 14.80, 2, 15.10
4, 14.80, 2, 14.80
4, 14.60, 2, 15.80
4, 14.60, 2, 14.60
4, 15.40, 2, 14.20
4, 15.20, 2, 14.90
4, 15.60, 2, 14.70
4, 14.80, 2, 15.40
4, 15.60, 2, 14.70
4, 14.00, 2, 15.80
4, 14.80, 2, 14.80
4, 14.60, 2, 16.10
4, 14.80, 2, 15.10
4, 16.00, 2, 13.30
4, 15.00, 2, 14.10
4, 14.80, 2, 14.50
4, 15.00, 2, 15.00
4, 14.80, 2, 16.00
4, 15.20, 2, 14.90
4, 14.80, 2, 15.40
4, 15.40, 2, 13.90
4, 15.20, 2, 14.60
4, 15.00, 2, 16.20
4, 15.80, 2, 14.30
4, 16.40, 2, 13.10
4, 15.20, 2, 14.30
4, 15.00, 2, 14.10
4, 14.80, 2, 16.00
4, 14.60, 2, 16.40
4, 14.00, 2, 17.00
4, 15.00, 2, 15.00
4, 15.20, 2, 15.50
4, 15.20, 2, 14.60
4, 14.00, 2, 17.00
4, 15.60, 2, 13.80
4, 15.60, 2, 14.70
4, 15.00, 2, 15.00
4, 13.60, 2, 16.90
4, 13.60, 2, 16.60
4, 14.40, 2, 14.70
4, 14.60, 2, 15.20
4, 15.00, 2, 15.60
4, 15.20, 2, 14.00
4, 14.40, 2, 15.60
4, 14.80, 2, 15.70
4, 15.20, 2, 14.60
4, 14.80, 2, 15.40
4, 15.00, 2, 15.60
4, 14.80, 2, 15.10
4, 15.20, 2, 14.00
4, 14.40, 2, 15.90
4, 15.40, 2, 14.20
4, 14.80, 2, 16.30
4, 15.00, 2, 14.40
4, 15.00, 2, 15.90
4, 16.40, 2, 13.70
4, 15.00, 2, 14.40
4, 16.00, 2, 13.30
4, 14.40, 2, 14.40
4, 15.20, 2, 14.00
4, 15.60, 2, 14.10
4, 16.00, 2, 14.50
4, 15.60, 2, 14.10
4, 14.60, 2, 15.80
4, 15.00, 2, 15.60
4, 15.20, 2, 14.60
4, 15.00, 2, 15.00
4, 15.40, 2, 14.80
4, 15.20, 2, 14.90
4, 14.80, 2, 15.70
4, 15.00, 2, 15.00
4, 14.80, 2, 15.70
4, 15.80, 2, 13.40
4, 14.40, 2, 15.90
4, 15.00, 2, 14.10
4, 14.60, 2, 14.90
4, 15.00, 2, 15.90
4, 15.40, 2, 13.60
4, 15.60, 2, 14.40
4, 15.60, 2, 14.10
4, 15.40, 2, 14.80
4, 14.20, 2, 15.10
4, 15.60, 2, 13.80
4, 15.80, 2, 14.30
4, 15.00, 2, 15.60
4, 14.00, 2, 16.70
4, 15.20, 2, 14.90
4, 15.40, 2, 14.20
4, 14.20, 2, 16.00
4, 15.00, 2, 14.10
4, 16.60, 2, 12.70
4, 14.60, 2, 15.20
4, 13.80, 2, 16.20
4, 14.60, 2, 15.20
4, 13.80, 2, 16.80
4, 14.40, 2, 16.20
4, 14.20, 2, 16.60
4, 14.80, 2, 15.40
4, 15.80, 2, 13.70
4, 14.80, 2, 14.80
4, 15.40, 2, 13.90
5, 14.50, 2, 16.00
5, 14.30, 2, 16.10
5, 15.55, 2, 15.10
5, 14.65, 2, 16.30
5, 13.70, 2, 16.40
5, 15.35, 2, 15.20
5, 14.10, 2, 16.20
5, 14.60, 2, 15.20
5, 16.30, 2, 13.60
5, 15.75, 2, 13.50
5, 16.20, 2, 12.90
5, 13.90, 2, 16.30
5, 14.80, 2, 15.10
5, 15.90, 2, 13.80
5, 14.85, 2, 16.20
5, 14.50, 2, 14.50
5, 15.00, 2, 15.00
5, 15.80, 2, 14.60
5, 15.70, 2, 13.90
5, 15.70, 2, 13.90
5, 15.50, 2, 14.00
5, 14.95, 2, 15.40
5, 15.65, 2, 14.30
5, 16.75, 2, 13.00
5, 15.50, 2, 14.00
5, 14.50, 2, 16.00
5, 15.80, 2, 13.10
5, 14.35, 2, 15.70
5, 15.15, 2, 15.30
5, 14.80, 2, 15.10
5, 14.80, 2, 15.10
5, 14.60, 2, 15.20
5, 13.55, 2, 16.10
5, 15.35, 2, 15.20
5, 14.70, 2, 14.40
5, 13.60, 2, 15.70
5, 14.40, 2, 15.30
5, 16.10, 2, 13.70
5, 15.70, 2, 13.90
5, 14.60, 2, 15.20
5, 14.75, 2, 15.50
5, 13.40, 2, 17.30
5, 14.95, 2, 15.40
5, 15.40, 2, 14.80
5, 15.65, 2, 14.30
5, 14.40, 2, 15.30
5, 15.45, 2, 14.40
5, 14.35, 2, 15.70
5, 15.20, 2, 14.90
5, 15.35, 2, 15.20
5, 14.45, 2, 14.90
5, 14.05, 2, 16.60
5, 15.80, 2, 14.60
5, 15.75, 2, 13.50
5, 15.05, 2, 14.60
5, 15.65, 2, 14.30
5, 15.40, 2, 14.80
5, 16.00, 2, 13.00
5, 14.55, 2, 15.60
5, 15.10, 2, 14.20
5, 15.50, 2, 14.00
5, 15.90, 2, 13.80
5, 15.60, 2, 13.20
5, 15.85, 2, 12.70
5, 16.45, 2, 12.40
5, 14.15, 2, 17.30
5, 15.30, 2, 14.10
5, 14.85, 2, 14.70
5, 14.45, 2, 14.90
5, 16.35, 2, 13.20
5, 16.35, 2, 13.20
5, 13.90, 2, 16.30
5, 14.00, 2, 15.50
5, 15.15, 2, 15.30
5, 16.05, 2, 12.60
5, 15.05, 2, 14.60
5, 15.25, 2, 14.50
5, 16.55, 2, 13.10
5, 14.60, 2, 15.20
5, 15.45, 2, 14.40
5, 14.95, 2, 15.40
5, 15.60, 2, 14.70
5, 15.05, 2, 14.60
5, 14.40, 2, 15.30
5, 15.15, 2, 15.30
5, 14.65, 2, 14.80
5, 16.00, 2, 14.50
5, 14.20, 2, 16.90
5, 15.35, 2, 13.70
5, 14.75, 2, 14.00
5, 15.10, 2, 14.20
5, 15.90, 2, 13.80
5, 16.30, 2, 13.60
5, 15.05, 2, 14.60
5, 15.20, 2, 14.90
5, 13.90, 2, 16.30
5, 13.80, 2, 15.60
5, 15.50, 2, 15.50
5, 14.55, 2, 15.60
5, 14.85, 2, 14.70
6, 16.00, 2, 13.60
6, 14.90, 2, 14.60
6, 14.30, 2, 16.70
6, 15.10, 2, 15.40
6, 15.30, 2, 14.40
6, 15.10, 2, 15.40
6, 13.60, 2, 16.60
6, 14.70, 2, 15.60
6, 16.00, 2, 13.60
6, 14.70, 2, 14.70
6, 14.60, 2, 15.20
6, 14.80, 2, 16.00
6, 15.00, 2, 15.00
6, 14.80, 2, 15.10
6, 14.90, 2, 15.50
6, 15.70, 2, 13.30
6, 15.20, 2, 14.90
6, 14.40, 2, 16.20
6, 16.70, 2, 12.80
6, 14.70, 2, 15.60
6, 15.50, 2, 12.50
6, 14.10, 2, 15.90
6, 16.10, 2, 13.10
6, 15.50, 2, 14.30
6, 15.60, 2, 13.80
6, 15.30, 2, 14.40
6, 14.50, 2, 15.70
6, 14.40, 2, 15.30
6, 15.20, 2, 14.90
6, 14.10, 2, 15.90
6, 14.70, 2, 15.60
6, 14.20, 2, 16.30
6, 14.40, 2, 15.30
6, 13.90, 2, 16.90
6, 16.10, 2, 14.00
6, 14.00, 2, 17.30
6, 15.50, 2, 14.30
6, 16.30, 2, 13.90
6, 15.60, 2, 13.80
6, 14.60, 2, 16.10
6, 15.40, 2, 13.90
6, 16.10, 2, 13.10
6, 14.60, 2, 16.10
6, 15.00, 2, 15.90
6, 14.90, 2, 15.50
6, 15.50, 2, 14.30
6, 14.50, 2, 16.60
6, 14.70, 2, 15.60
6, 15.60, 2, 12.90
6, 16.00, 2, 12.70
6, 14.70, 2, 15.60
6, 15.50, 2, 15.20
6, 14.90, 2, 14.60
6, 14.80, 2, 16.00
6, 14.20, 2, 16.30
6, 16.30, 2, 13.00
6, 14.40, 2, 16.20
6, 14.20, 2, 16.30
6, 14.60, 2, 14.30
6, 15.80, 2, 13.70
6, 15.40, 2, 13.90
6, 14.80, 2, 15.10
6, 15.20, 2, 14.00
6, 14.60, 2, 16.10
6, 15.50, 2, 14.30
6, 14.00, 2, 15.50
6, 15.50, 2, 14.30
6, 15.60, 2, 13.80
6, 16.20, 2, 13.50
6, 15.20, 2, 14.00
6, 15.00, 2, 15.90
6, 15.10, 2, 15.40
6, 16.30, 2, 13.00
6, 16.60, 2, 12.40
6, 16.20, 2, 12.60
6, 15.20, 2, 14.00
6, 15.50, 2, 14.30
6, 16.50, 2, 12.00
6, 15.50, 2, 14.30
6, 15.40, 2, 13.90
6, 16.60, 2, 12.40
6, 15.00, 2, 15.00
6, 15.30, 2, 15.30
6, 14.40, 2, 16.20
6, 14.00, 2, 16.40
6, 14.80, 2, 15.10
6, 14.10, 2, 15.90
6, 16.60, 2, 13.30
6, 13.90, 2, 16.00
6, 15.50, 2, 14.30
6, 15.60, 2, 14.70
6, 15.30, 2, 14.40
6, 14.30, 2, 15.80
6, 13.90, 2, 16.00
6, 15.00, 2, 15.00
6, 14.30, 2, 15.80
6, 14.70, 2, 15.60
6, 14.60, 2, 16.10
6, 15.70, 2, 13.30
6, 15.80, 2, 12.80
7, 16.25, 2, 12.80
7, 14.90, 2, 16.10
7, 15.00, 2, 15.00
7, 16.10, 2, 13.40
7, 15.35, 2, 14.30
7, 14.00, 2, 17.60
7, 14.45, 2, 15.80
7, 14.75, 2, 14.60
7, 14.60, 2, 15.20
7, 16.10, 2, 13.40
7, 15.90, 2, 13.50
7, 14.60, 2, 15.20
7, 13.60, 2, 17.80
7, 14.40, 2, 15.30
7, 14.40, 2, 17.40
7, 16.25, 2, 12.80
7, 15.60, 2, 14.70
7, 13.50, 2, 16.80
7, 16.90, 2, 10.90
7, 14.45, 2, 15.80
7, 13.70, 2, 16.70
7, 15.20, 2, 14.90
7, 14.40, 2, 15.30
7, 14.90, 2, 14.00
7, 14.70, 2, 16.20
7, 16.35, 2, 11.70
7, 14.80, 2, 15.10
7, 15.15, 2, 14.40
7, 13.60, 2, 17.80
7, 14.50, 2, 16.30
7, 14.30, 2, 16.40
7, 14.45, 2, 15.80
7, 14.55, 2, 14.70
7, 15.55, 2, 14.20
7, 16.30, 2, 13.30
7, 14.70, 2, 16.20
7, 15.35, 2, 14.30
7, 14.30, 2, 16.40
7, 14.05, 2, 16.00
7, 15.90, 2, 13.50
7, 14.30, 2, 16.40
7, 15.75, 2, 14.10
7, 14.60, 2, 15.20
7, 15.65, 2, 15.20
7, 15.10, 2, 13.90
7, 15.60, 2, 14.70
7, 14.60, 2, 15.20
7, 15.00, 2, 15.00
7, 14.65, 2, 15.70
7, 15.20, 2, 14.90
7, 13.55, 2, 17.30
7, 13.95, 2, 17.10
7, 15.55, 2, 14.20
7, 13.40, 2, 17.90
7, 14.40, 2, 15.30
7, 14.90, 2, 16.10
7, 14.45, 2, 15.80
7, 16.15, 2, 13.90
7, 14.65, 2, 15.70
7, 14.70, 2, 16.20
7, 15.85, 2, 15.10
7, 15.35, 2, 14.30
7, 14.45, 2, 15.80
7, 15.70, 2, 13.60
7, 15.25, 2, 15.40
7, 14.15, 2, 17.00
7, 15.30, 2, 13.80
7, 15.35, 2, 14.30
7, 13.20, 2, 18.00
7, 14.65, 2, 15.70
7, 16.30, 2, 13.30
7, 15.60, 2, 14.70
7, 15.80, 2, 12.50
7, 14.25, 2, 15.90
7, 15.35, 2, 14.30
7, 16.05, 2, 12.90
7, 15.55, 2, 14.20
7, 14.30, 2, 16.40
7, 14.95, 2, 14.50
7, 13.70, 2, 16.70
7, 15.85, 2, 13.00
7, 15.05, 2, 15.50
7, 13.40, 2, 17.90
7, 14.75, 2, 14.60
7, 16.35, 2, 13.80
7, 16.40, 2, 12.20
7, 13.95, 2, 17.10
7, 13.85, 2, 16.10
7, 16.30, 2, 13.30
7, 14.60, 2, 15.20
7, 17.10, 2, 10.80
7, 15.25, 2, 15.40
7, 14.80, 2, 15.10
7, 15.60, 2, 14.70
7, 15.70, 2, 13.60
7, 16.50, 2, 13.20
7, 14.85, 2, 15.60
7, 16.35, 2, 13.80
7, 14.30, 2, 16.40
7, 13.85, 2, 16.10
8, 14.80, 2, 15.10
8, 14.00, 2, 16.70
8, 15.80, 2, 14.00
8, 14.40, 2, 17.10
8, 14.00, 2, 16.70
8, 14.40, 2, 15.90
8, 15.40, 2, 13.60
8, 14.00, 2, 17.30
8, 15.60, 2, 14.10
8, 13.80, 2, 16.80
8, 15.00, 2, 15.60
8, 14.80, 2, 15.10
8, 17.00, 2, 11.60
8, 16.40, 2, 12.50
8, 16.60, 2, 12.40
8, 14.80, 2, 15.10
8, 13.80, 2, 17.40
8, 14.80, 2, 15.10
8, 17.20, 2, 11.50
8, 13.00, 2, 18.40
8, 15.00, 2, 13.80
8, 13.80, 2, 17.40
8, 15.80, 2, 13.40
8, 15.40, 2, 14.20
8, 16.40, 2, 13.10
8, 14.60, 2, 14.60
8, 14.80, 2, 15.70
8, 12.80, 2, 18.50
8, 13.80, 2, 17.40
8, 16.40, 2, 13.10
8, 13.00, 2, 17.80
8, 16.00, 2, 12.70
8, 14.20, 2, 16.00
8, 16.00, 2, 12.70
8, 14.80, 2, 15.10
8, 14.00, 2, 16.10
8, 15.40, 2, 14.20
8, 13.40, 2, 17.60
8, 16.80, 2, 11.70
8, 15.40, 2, 13.60
8, 15.20, 2, 14.90
8, 14.00, 2, 17.30
8, 15.20, 2, 14.90
8, 15.80, 2, 14.00
8, 15.00, 2, 14.40
8, 14.00, 2, 16.70
8, 15.80, 2, 14.00
8, 15.40, 2, 14.20
8, 14.80, 2, 15.70
8, 15.60, 2, 12.90
8, 16.00, 2, 13.30
8, 15.40, 2, 14.20
8, 14.80, 2, 15.70
8, 14.60, 2, 15.80
8, 14.00, 2, 17.30
8, 15.00, 2, 15.00
8, 15.80, 2, 13.40
8, 15.20, 2, 14.30
8, 16.00, 2, 13.30
8, 14.20, 2, 17.80
8, 16.40, 2, 12.50
8, 15.20, 2, 14.30
8, 13.20, 2, 18.30
8, 18.40, 2, 9.10
8, 15.60, 2, 13.50
8, 14.20, 2, 16.60
8, 14.40, 2, 16.50
8, 15.60, 2, 12.90
8, 14.20, 2, 17.20
8, 13.80, 2, 18.60
8, 16.00, 2, 13.30
8, 13.40, 2, 17.60
8, 17.00, 2, 11.00
8, 14.40, 2, 16.50
8, 15.20, 2, 14.30
8, 14.60, 2, 15.20
8, 15.40, 2, 13.60
8, 15.60, 2, 13.50
8, 15.40, 2, 15.40
8, 14.60, 2, 15.20
8, 14.20, 2, 16.60
8, 14.40, 2, 16.50
8, 16.60, 2, 11.80
8, 15.00, 2, 16.20
8, 15.00, 2, 15.00
8, 14.80, 2, 13.90
8, 14.80, 2, 15.10
8, 15.60, 2, 14.10
8, 15.00, 2, 15.60
8, 14.40, 2, 16.50
8, 15.80, 2, 13.40
8, 13.60, 2, 16.90
8, 13.80, 2, 16.80
8, 14.80, 2, 15.70
8, 16.80, 2, 12.30
8, 15.80, 2, 14.60
8, 14.00, 2, 16.70
8, 15.40, 2, 13.00
8, 14.60, 2, 15.80
8, 14.60, 2, 14.00
9, 13.80, 2, 18.30
9, 15.20, 2, 14.90
9, 13.05, 2, 18.00
9, 15.65, 2, 14.00
9, 15.65, 2, 14.00
9, 14.40, 2, 15.30
9, 14.55, 2, 15.90
9, 12.75, 2, 19.50
9, 13.80, 2, 15.60
9, 13.20, 2, 18.60
9, 16.10, 2, 13.10
9, 17.10, 2, 12.60
9, 14.50, 2, 16.60
9, 14.75, 2, 15.80
9, 14.40, 2, 15.30
9, 13.05, 2, 18.00
9, 14.65, 2, 14.50
9, 14.35, 2, 16.00
9, 17.15, 2, 11.90
9, 16.55, 2, 12.20
9, 13.30, 2, 17.20
9, 13.45, 2, 17.80
9, 16.75, 2, 12.10
9, 16.35, 2, 12.30
9, 13.05, 2, 18.00
9, 14.30, 2, 16.70
9, 15.90, 2, 13.20
9, 16.30, 2, 13.00
9, 15.00, 2, 15.00
9, 17.65, 2, 10.30
9, 15.40, 2, 14.80
9, 13.25, 2, 17.90
9, 15.05, 2, 14.30
9, 15.70, 2, 13.30
9, 15.40, 2, 14.80
9, 14.45, 2, 17.30
9, 14.35, 2, 16.00
9, 14.80, 2, 15.10
9, 14.75, 2, 15.80
9, 15.55, 2, 12.70
9, 13.90, 2, 16.90
9, 15.65, 2, 14.00
9, 16.45, 2, 13.60
9, 14.80, 2, 15.10
9, 14.75, 2, 15.80
9, 14.15, 2, 16.10
9, 16.35, 2, 12.30
9, 13.55, 2, 16.40
9, 14.95, 2, 15.70
9, 15.45, 2, 14.10
9, 15.50, 2, 13.40
9, 16.65, 2, 10.80
9, 15.05, 2, 14.30
9, 14.55, 2, 15.90
9, 14.30, 2, 16.70
9, 15.50, 2, 13.40
9, 14.60, 2, 15.20
9, 13.65, 2, 17.70
9, 15.90, 2, 13.20
9, 15.45, 2, 14.10
9, 14.60, 2, 15.20
9, 14.05, 2, 17.50
9, 16.10, 2, 13.10
9, 16.35, 2, 12.30
9, 12.85, 2, 18.10
9, 15.40, 2, 14.80
9, 15.60, 2, 14.70
9, 15.25, 2, 14.20
9, 15.15, 2, 15.60
9, 14.80, 2, 15.10
9, 13.50, 2, 17.10
9, 15.30, 2, 13.50
9, 15.60, 2, 14.70
9, 15.15, 2, 15.60
9, 12.10, 2, 20.50
9, 15.05, 2, 14.30
9, 15.55, 2, 15.40
9, 14.30, 2, 16.70
9, 16.10, 2, 13.10
9, 16.60, 2, 11.50
9, 15.45, 2, 14.10
9, 16.10, 2, 13.10
9, 16.15, 2, 12.40
9, 12.95, 2, 19.40
9, 14.50, 2, 16.60
9, 15.40, 2, 14.80
9, 15.45, 2, 14.10
9, 15.20, 2, 14.90
9, 16.70, 2, 12.80
9, 14.75, 2, 15.80
9, 13.15, 2, 19.30
9, 15.70, 2, 13.30
9, 12.80, 2, 18.80
9, 13.15, 2, 19.30
9, 15.00, 2, 15.00
9, 14.75, 2, 15.80
9, 14.30, 2, 16.70
9, 15.05, 2, 14.30
9, 16.55, 2, 12.20
9, 15.50, 2, 13.40
10, 15.80, 2, 13.10
10, 15.70, 2, 13.90
10, 14.60, 2, 15.20
10, 16.30, 2, 13.60
10, 15.60, 2, 13.20
10, 15.50, 2, 14.00
10, 14.70, 2, 15.90
10, 13.90, 2, 16.30
10, 15.70, 2, 13.90
10, 14.00, 2, 17.00
10, 12.40, 2, 20.80
10, 14.30, 2, 16.10
10, 13.10, 2, 18.20
10, 15.20, 2, 14.90
10, 16.50, 2, 13.50
10, 16.00, 2, 13.00
10, 15.70, 2, 13.90
10, 15.20, 2, 14.90
10, 14.80, 2, 15.10
10, 14.30, 2, 16.10
10, 13.00, 2, 19.00
10, 14.80, 2, 15.10
10, 12.40, 2, 19.30
10, 11.80, 2, 21.10
10, 16.00, 2, 13.00
10, 15.10, 2, 15.70
10, 13.50, 2, 16.50
10, 16.40, 2, 12.80
10, 13.10, 2, 18.20
10, 17.20, 2, 10.90
10, 14.30, 2, 16.10
10, 14.40, 2, 15.30
10, 15.90, 2, 13.80
10, 13.10, 2, 18.20
10, 14.60, 2, 15.20
10, 15.50, 2, 14.00
10, 17.50, 2, 10.00
10, 13.30, 2, 18.10
10, 14.70, 2, 15.90
10, 15.90, 2, 13.80
10, 14.00, 2, 17.00
10, 17.20, 2, 10.90
10, 15.80, 2, 13.10
10, 14.90, 2, 15.80
10, 13.90, 2, 16.30
10, 16.30, 2, 13.60
10, 14.70, 2, 15.90
10, 14.60, 2, 15.20
10, 14.90, 2, 15.80
10, 15.10, 2, 14.20
10, 15.40, 2, 14.80
10, 15.20, 2, 14.90
10, 14.80, 2, 15.10
10, 13.90, 2, 17.80
10, 14.90, 2, 14.30
10, 13.90, 2, 17.80
10, 15.70, 2, 13.90
10, 15.20, 2, 13.40
10, 14.90, 2, 14.30
10, 16.70, 2, 11.90
10, 15.90, 2, 13.80
10, 12.10, 2, 20.20
10, 14.40, 2, 16.80
10, 15.40, 2, 14.80
10, 17.10, 2, 10.20
10, 14.20, 2, 15.40
10, 14.80, 2, 15.10
10, 14.50, 2, 16.00
10, 16.50, 2, 12.00
10, 14.70, 2, 14.40
10, 15.10, 2, 14.20
10, 14.90, 2, 15.80
10, 12.60, 2, 19.20
10, 17.20, 2, 10.90
10, 16.60, 2, 12.70
10, 16.20, 2, 12.90
10, 15.10, 2, 14.20
10, 12.80, 2, 19.10
10, 16.80, 2, 11.10
10, 14.20, 2, 16.90
10, 13.10, 2, 16.70
10, 14.50, 2, 16.00
10, 16.20, 2, 12.90
10, 13.80, 2, 18.60
10, 15.10, 2, 15.70
10, 15.10, 2, 14.20
10, 14.70, 2, 14.40
10, 15.20, 2, 14.90
10, 14.90, 2, 15.80
10, 15.30, 2, 14.10
10, 15.70, 2, 13.90
10, 13.80, 2, 17.10
10, 14.00, 2, 17.00
10, 14.30, 2, 16.10
10, 16.40, 2, 12.80
10, 11.40, 2, 21.30
10, 15.30, 2, 14.10
10, 14.40, 2, 16.80
10, 14.40, 2, 16.80
10, 16.40, 2, 12.80
0, 15.30, 3, 14.85
0, 14.10, 3, 15.45
0, 14.40, 3, 15.30
0, 15.60, 3, 14.70
0, 14.40, 3, 15.30
0, 15.60, 3, 14.70
0, 13.80, 3, 15.60
0, 15.30, 3, 14.85
0, 14.70, 3, 15.15
0, 15.00, 3, 15.00
0, 16.20, 3, 14.40
0, 15.00, 3, 15.00
0, 15.30, 3, 14.85
0, 16.50, 3, 14.25
0, 14.70, 3, 15.15
0, 15.00, 3, 15.00
0, 14.40, 3, 15.30
0, 14.70, 3, 15.15
0, 14.70, 3, 15.15
0, 15.30, 3, 14.85
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 15.60, 3, 14.70
0, 15.30, 3, 14.85
0, 16.20, 3, 14.40
0, 15.30, 3, 14.85
0, 13.80, 3, 15.60
0, 16.50, 3, 14.25
0, 13.50, 3, 15.75
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 15.30, 3, 14.85
0, 14.70, 3, 15.15
0, 13.50, 3, 15.75
0, 15.60, 3, 14.70
0, 15.30, 3, 14.85
0, 16.80, 3, 14.10
0, 15.00, 3, 15.00
0, 14.10, 3, 15.45
0, 15.60, 3, 14.70
0, 15.60, 3, 14.70
0, 16.20, 3, 14.40
0, 15.30, 3, 14.85
0, 14.70, 3, 15.15
0, 16.20, 3, 14.40
0, 14.40, 3, 15.30
0, 14.70, 3, 15.15
0, 15.30, 3, 14.85
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 14.70, 3, 15.15
0, 14.70, 3, 15.15
0, 14.40, 3, 15.30
0, 15.90, 3, 14.55
0, 15.60, 3, 14.70
0, 14.10, 3, 15.45
0, 15.60, 3, 14.70
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 14.40, 3, 15.30
0, 14.70, 3, 15.15
0, 15.90, 3, 14.55
0, 13.80, 3, 15.60
0, 15.30, 3, 14.85
0, 15.60, 3, 14.70
0, 14.70, 3, 15.15
0, 14.40, 3, 15.30
0, 15.30, 3, 14.85
0, 15.00, 3, 15.00
0, 15.60, 3, 14.70
0, 16.20, 3, 14.40
0, 15.90, 3, 14.55
0, 14.40, 3, 15.30
0, 15.30, 3, 14.85
0, 15.90, 3, 14.55
0, 15.00, 3, 15.00
0, 15.00, 3, 15.00
0, 14.10, 3, 15.45
0, 15.60, 3, 14.70
0, 14.40, 3, 15.30
0, 15.00, 3, 15.00
0, 15.60, 3, 14.70
0, 15.60, 3, 14.70
0, 14.70, 3, 15.15
0, 14.40, 3, 15.30
0, 14.10, 3, 15.45
0, 15.30, 3, 14.85
0, 14.70, 3, 15.15
0, 14.70, 3, 15.15
0, 13.80, 3, 15.60
0, 14.70, 3, 15.15
0, 15.30, 3, 14.85
0, 16.20, 3, 14.40
0, 14.70, 3, 15.15
0, 15.00, 3, 15.00
0, 15.30, 3, 14.85
0, 15.30, 3, 14.85
0, 14.40, 3, 15.30
0, 15.60, 3, 14.70
1, 14.10, 3, 15.45
1, 15.50, 3, 14.45
1, 15.05, 3, 14.90
1, 13.95, 3, 15.75
1, 15.45, 3, 14.55
1, 14.35, 3, 15.40
1, 15.60, 3, 14.70
1, 15.30, 3, 14.85
1, 14.50, 3, 15.10
1, 14.45, 3, 15.20
1, 15.40, 3, 15.10
1, 15.40, 3, 14.65
1, 15.70, 3, 14.50
1, 14.15, 3, 15.35
1, 14.75, 3, 15.05
1, 14.85, 3, 14.85
1, 14.45, 3, 15.20
1, 15.50, 3, 14.90
1, 14.40, 3, 15.30
1, 14.90, 3, 15.20
1, 14.95, 3, 15.10
1, 13.75, 3, 15.70
1, 16.05, 3, 14.70
1, 14.45, 3, 15.20
1, 14.70, 3, 15.15
1, 15.25, 3, 14.50
1, 14.30, 3, 15.50
1, 15.00, 3, 15.00
1, 15.10, 3, 15.25
1, 14.70, 3, 15.15
1, 16.35, 3, 14.10
1, 15.35, 3, 15.20
1, 16.15, 3, 14.50
1, 15.10, 3, 14.80
1, 15.10, 3, 15.25
1, 15.10, 3, 14.80
1, 15.10, 3, 14.80
1, 15.95, 3, 14.45
1, 15.35, 3, 14.75
1, 16.00, 3, 14.35
1, 15.10, 3, 15.25
1, 14.70, 3, 15.15
1, 13.75, 3, 15.25
1, 14.10, 3, 15.45
1, 15.35, 3, 14.75
1, 13.65, 3, 15.90
1, 15.45, 3, 15.00
1, 15.95, 3, 14.45
1, 14.65, 3, 15.25
1, 14.55, 3, 15.00
1, 13.90, 3, 15.85
1, 16.20, 3, 14.40
1, 14.20, 3, 15.70
1, 15.40, 3, 14.65
1, 14.05, 3, 15.55
1, 13.85, 3, 15.50
1, 14.75, 3, 15.50
1, 14.00, 3, 15.65
1, 15.90, 3, 14.55
1, 16.00, 3, 14.35
1, 15.35, 3, 14.75
1, 16.35, 3, 14.10
1, 14.75, 3, 15.05
1, 14.55, 3, 15.45
1, 15.65, 3, 14.60
1, 15.80, 3, 14.30
1, 14.90, 3, 15.20
1, 14.75, 3, 15.05
1, 14.85, 3, 15.30
1, 14.50, 3, 15.10
1, 15.50, 3, 14.45
1, 13.70, 3, 15.80
1, 14.80, 3, 14.95
1, 16.00, 3, 14.35
1, 13.90, 3, 15.85
1, 14.40, 3, 15.30
1, 15.60, 3, 14.70
1, 14.70, 3, 15.15
1, 16.05, 3, 14.25
1, 14.75, 3, 15.05
1, 14.25, 3, 15.15
1, 15.65, 3, 14.60
1, 15.40, 3, 14.65
1, 13.45, 3, 15.85
1, 14.25, 3, 15.60
1, 15.35, 3, 14.75
1, 15.70, 3, 14.95
1, 14.65, 3, 15.25
1, 15.75, 3, 14.40
1, 14.40, 3, 15.30
1, 15.80, 3, 14.30
1, 15.15, 3, 14.70
1, 15.45, 3, 14.55
1, 15.00, 3, 15.00
1, 14.10, 3, 15.45
1, 14.90, 3, 15.20
1, 15.80, 3, 14.30
1, 13.90, 3, 15.85
1, 15.65, 3, 14.60
1, 15.35, 3, 14.75
2, 15.40, 3, 14.65
2, 15.30, 3, 14.85
2, 15.90, 3, 14.55
2, 14.20, 3, 15.70
2, 14.40, 3, 15.30
2, 14.40, 3, 15.75
2, 15.70, 3, 14.50
2, 15.90, 3, 14.55
2, 15.70, 3, 14.95
2, 14.90, 3, 15.20
2, 15.30, 3, 14.85
2, 15.80, 3, 14.75
2, 15.20, 3, 15.05
2, 15.70, 3, 14.50
2, 14.50, 3, 14.65
2, 14.30, 3, 15.05
2, 15.10, 3, 14.80
2, 16.00, 3, 14.35
2, 14.70, 3, 15.15
2, 14.70, 3, 14.70
2, 16.70, 3, 13.85
2, 15.10, 3, 15.25
2, 14.70, 3, 14.70
2, 15.40, 3, 14.65
2, 14.80, 3, 14.95
2, 15.00, 3, 15.00
2, 15.00, 3, 15.00
2, 14.10, 3, 15.90
